Especie;Familia;Nombre común;Genero;Diámetro;Altura;Copa;Riego;Unidades;Código vía
Quercus_suber;Fagaceae;ALCORNOQUE;QUERCUS;0.08;4.5;1;GOTEO;1;1142
Quercus_suber;Fagaceae;ALCORNOQUE;QUERCUS;0.06;4;2;GOTEO;1;1142
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;0;0;GOTEO;1;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.06;6;1;NO RIEGO;1;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.04;6;0.5;NO RIEGO;1;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;148;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;17;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;188;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;38;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;25;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;3;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;6;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;15;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;17;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;19;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;24;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;1;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;3.5;0;GOTEO;10;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;0;0;MANUAL;1;1445
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;0;0;GOTEO;2;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.03;1;2;GOTEO;3;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.06;3.5;2.5;GOTEO;3;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.05;3.5;1;GOTEO;3;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.04;1;1;GOTEO;4;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.04;3.5;1;GOTEO;4;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.06;3.5;1.5;GOTEO;4;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.06;1.5;2;GOTEO;4;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;3.5;0;GOTEO;30;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;1;0;GOTEO;8;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;3.5;0;GOTEO;1;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;3.5;0;GOTEO;2;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;3.5;0;ASPERSION;10;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;4;2;1;GOTEO;1;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;1.5;0;GOTEO;46;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;2;0;GOTEO;28;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;1.5;0;GOTEO;5;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;1.5;1;GOTEO;16;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;2;0;GOTEO;7;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;2.5;0;GOTEO;6;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;2;0;GOTEO;19;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;8;0;GOTEO;6;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;8;0;ASPERSION;3;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;8;0;ASPERSION;3;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0;8;0;ASPERSION;4;1445
Olea_europaea;Oleaceae;OLIVO;OLEA;0;1.5;0;GOTEO;136;1445
Olea_europaea;Oleaceae;OLIVO;OLEA;0;2.5;0;NO RIEGO;1;1445
Olea_europaea;Oleaceae;OLIVO;OLEA;0;1.5;0;GOTEO;63;1445
Olea_europaea;Oleaceae;OLIVO;OLEA;0;2;0;GOTEO;285;1445
Olea_europaea;Oleaceae;OLIVO;OLEA;0;2.5;0;ASPERSION;3;1445
Olea_europaea;Oleaceae;OLIVO;OLEA;0;1.5;0;GOTEO;2;1445
Olea_europaea;Oleaceae;OLIVO;OLEA;0;15;0;ASPERSION;3;1445
Phormium_tenax;Agavaceae;FORMIO;PHORMIUM;0;1;0;GOTEO;3;1445
Phormium_tenax;Agavaceae;FORMIO;PHORMIUM;0;0.5;0;NO RIEGO;3;1445
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.1;3;2.5;GOTEO;1;1445
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0;3.5;0;GOTEO;57;1445
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0;3.5;0;GOTEO;6;1445
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0;3.5;0;ASPERSION;6;1445
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0;0;0;ASPERSION;2;1445
Platanus_acerifolia;Platanaceae;PLATANO DE SOMBRA;PLATANUS;0.03;3;1;MANUAL;1;1445
Platanus_acerifolia;Platanaceae;PLATANO DE SOMBRA;PLATANUS;0.06;5.5;2;MANUAL;1;1445
Platanus_acerifolia;Platanaceae;PLATANO DE SOMBRA;PLATANUS;0.06;5;2;MANUAL;1;1445
Platanus_acerifolia;Platanaceae;PLATANO DE SOMBRA;PLATANUS;0.08;6.5;4;MANUAL;1;1445
Platanus_acerifolia;Platanaceae;PLATANO DE SOMBRA;PLATANUS;0;350;0;GOTEO;15;1445
Populus_alba;Salicaceae;CHOPO BLANCO;POPULUS;0;5;0;ASPERSION;19;1445
Populus_alba;Salicaceae;CHOPO BLANCO;POPULUS;0;25;0;GOTEO;3;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.03;2.5;1;MANUAL;1;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.03;2.5;1;MANUAL;1;1445
Prunus_cerasifera;Rosaceae;CIRUELO JAPONES;PRUNUS;0.08;4.5;4;MANUAL;1;1445
Punica_granatum;Punicaceae;GRANADO;PUNICA;0;0;0;GOTEO;5;1445
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.15;5;5;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.03;3.5;1;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.14;5;4;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;3.5;3;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.05;3.5;0;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.16;5;5;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.18;5;6;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.16;3;5;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.19;5;7;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;5;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.15;5;6;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.16;5;6;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.14;3;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.14;5;6;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.12;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0;0;0;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.15;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0;0;0;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;0;1;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.2;5;6;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.14;5;6;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;2;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.05;3.5;2;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0;0;0;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.07;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.12;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.04;5;1.5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0;0;0;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.04;3.5;1.5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;3;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;6;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.04;3.5;1;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.08;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0;0;0;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.04;3.5;2;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.08;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;3;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;0.5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.13;5;5;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.06;5;2;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.15;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.13;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.15;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;2;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.12;5;4;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;3;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;3;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.12;5;5;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.12;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.07;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.08;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.12;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.08;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.08;5;4;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.04;3.5;1;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.08;5;2;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.09;5;4;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;0.5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;5;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;5;3;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.07;5;2.5;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.1;0;3;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.11;5;3;NO RIEGO;1;3320
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0.05;3.5;2;NO RIEGO;1;3320
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.16;3.53;2.5;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.15;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.14;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.12;3.53;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.12;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.13;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.14;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.11;3.5;1.5;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.13;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.12;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.12;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.13;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0.13;3.5;2;NO RIEGO;1;3758
Pinus_pinea;Pinaceae;PINO PIÑONERO;PINUS;0;0;0;NO RIEGO;1;3758
Populus_alba;Salicaceae;CHOPO BLANCO;POPULUS;0;25;0;NO RIEGO;1;3317
Morus_alba;Moraceae;"MORERA BLANCA ""SIN FRUTO""";MORUS;0;0;0;NO RIEGO;1;3320
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.13;6.5;4;NO RIEGO;1;4205
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.45;4;4;NO RIEGO;1;3898
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.5;4;5;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.24;4;1;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.47;4;4;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.4;4;3;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.45;4;3;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.48;4;4;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.47;4;5;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.45;4;4;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.42;4;4;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.24;4;1;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.45;4;4;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.48;4;5;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.35;4;2;NO RIEGO;1;3901
Melia_azedarach;Meliaceae;CINAMOMO;MELIA;0.47;4;5;NO RIEGO;1;3901
Phoenis_dactilifera;Arecaceae;PALMERA DATILERA;PHOENIS;0.5;6;4;NO RIEGO;1;3954
Phoenis_dactilifera;Arecaceae;PALMERA DATILERA;PHOENIS;0.5;6;4;NO RIEGO;1;4205
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.3;7;10;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.84;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.65;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.58;7;4;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.42;7;2;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;0;0;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.72;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.94;7;7;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.1;7;1.1;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.12;7;10;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.02;7;7;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;7;8;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.1;7;8;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.98;7;8;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.75;7;6;NO RIEGO;1;1427
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1;7;9;NO RIEGO;1;1427
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.95;7;12;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.9;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.65;7;5;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1.5;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.84;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.88;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.75;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;7;5;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.74;7;6;NO RIEGO;1;3868
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.92;7;8;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;1;7;8;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.7;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.65;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.54;7;4;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.68;7;6;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.66;7;5;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.68;7;4;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.5;7;4;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.64;7;4;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.74;7;5;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0;0;0;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.38;7;2;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.42;7;3;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.94;7;9;NO RIEGO;1;1427
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.72;7;6;NO RIEGO;1;1427
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.74;7;6;NO RIEGO;1;1427
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.8;7;7;NO RIEGO;1;1427
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.75;7;4;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.62;7;5;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.6;7;4;NO RIEGO;1;3809
Platanus_orientalis;Platanaceae;PLATANO DE ORIENTE;PLATANUS;0.62;7;6;NO RIEGO;1;3809
